0.00000	1.00005	1.8775e-18
1.00100	2.00010	1.7063e-18
2.00200	3.00015	1.7266e-18
3.00300	4.00020	1.7813e-18
4.00400	5.00025	1.6551e-18
5.00501	6.00030	1.6913e-18
6.00601	7.00035	1.7649e-18
7.00701	8.00040	1.652e-18
8.00801	9.00045	1.7441e-18
9.00901	10.00050	1.7134e-18
10.01001	11.00055	1.6692e-18
11.01101	12.00060	1.7342e-18
12.01201	13.00065	1.7216e-18
13.01301	14.00070	1.7016e-18
14.01401	15.00075	1.7455e-18
15.01502	16.00080	1.72e-18
16.01602	0.00000	0
17.01702	0.00000	0
18.01802	0.00000	0
19.01902	0.00000	0
20.02002	0.00000	0
21.02102	0.00000	0
22.02202	0.00000	0
23.02302	0.00000	0
24.02402	0.00000	0
25.02503	0.00000	0
26.02603	0.00000	0
27.02703	0.00000	0
28.02803	0.00000	0
29.02903	0.00000	0
30.03003	0.00000	0
31.03103	0.00000	0
32.03203	0.00000	0
33.03303	0.00000	0
34.03403	0.00000	0
35.03504	0.00000	0
36.03604	0.00000	0
37.03704	0.00000	0
38.03804	0.00000	0
39.03904	0.00000	0
40.04004	0.00000	0
41.04104	0.00000	0
42.04204	0.00000	0
43.04304	0.00000	0
44.04404	0.00000	0
45.04505	0.00000	0
46.04605	0.00000	0
47.04705	0.00000	0
48.04805	0.00000	0
49.04905	0.00000	0
50.05005	0.00000	0
51.05105	0.00000	0
52.05205	0.00000	0
53.05305	0.00000	0
54.05405	0.00000	0
55.05506	0.00000	0
56.05606	0.00000	0
57.05706	0.00000	0
58.05806	0.00000	0
59.05906	0.00000	0
60.06006	0.00000	0
61.06106	0.00000	0
62.06206	0.00000	0
63.06306	0.00000	0
64.06406	0.00000	0
65.06507	0.00000	0
66.06607	0.00000	0
67.06707	0.00000	0
68.06807	0.00000	0
69.06907	0.00000	0
70.07007	0.00000	0
71.07107	0.00000	0
72.07207	0.00000	0
73.07307	0.00000	0
74.07407	0.00000	0
75.07508	0.00000	0
76.07608	0.00000	0
77.07708	0.00000	0
78.07808	0.00000	0
79.07908	0.00000	0
80.08008	0.00000	0
81.08108	0.00000	0
82.08208	0.00000	0
83.08308	0.00000	0
84.08408	0.00000	0
85.08509	0.00000	0
86.08609	0.00000	0
87.08709	0.00000	0
88.08809	0.00000	0
89.08909	0.00000	0
90.09009	0.00000	0
91.09109	0.00000	0
92.09209	0.00000	0
93.09309	0.00000	0
94.09409	0.00000	0
95.09510	0.00000	0
96.09610	0.00000	0
97.09710	0.00000	0
98.09810	0.00000	0
99.09910	0.00000	0
100.10010	0.00000	0
101.10110	0.00000	0
102.10210	0.00000	0
103.10310	0.00000	0
104.10410	0.00000	0
105.10511	0.00000	0
106.10611	0.00000	0
107.10711	0.00000	0
108.10811	0.00000	0
109.10911	0.00000	0
110.11011	0.00000	0
111.11111	0.00000	0
112.11211	0.00000	0
113.11311	0.00000	0
114.11411	0.00000	0
115.11512	0.00000	0
116.11612	0.00000	0
117.11712	0.00000	0
118.11812	0.00000	0
119.11912	0.00000	0
120.12012	0.00000	0
121.12112	0.00000	0
122.12212	0.00000	0
123.12312	0.00000	0
124.12412	0.00000	0
125.12513	0.00000	0
126.12613	0.00000	0
127.12713	0.00000	0
128.12813	0.00000	0
129.12913	0.00000	0
130.13013	0.00000	0
131.13113	0.00000	0
132.13213	0.00000	0
133.13313	0.00000	0
134.13413	0.00000	0
135.13514	0.00000	0
136.13614	0.00000	0
137.13714	0.00000	0
138.13814	0.00000	0
139.13914	0.00000	0
140.14014	0.00000	0
